CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F989,F991,F992,F993,F994,F995,
,,,,,Car or van availability : Total\ Car or van availability - Unit : Households,Car or van availability : No cars or vans in household - Unit : Households,Car or van availability : 1 car or van in household - Unit : Households,Car or van availability : 2 cars or vans in household - Unit : Households,Car or van availability : 3 cars or vans in household - Unit : Households,Car or van availability : 4 or more cars or vans in household - Unit : Households,
117519,E00058792,E00058792,Output Areas and Small Areas,OASA,126,46,56,17,7,0,
117520,E00058793,E00058793,Output Areas and Small Areas,OASA,131,59,55,15,1,1,
117521,E00058794,E00058794,Output Areas and Small Areas,OASA,141,69,56,14,1,1,
117522,E00058795,E00058795,Output Areas and Small Areas,OASA,138,56,62,19,1,0,
117523,E00058796,E00058796,Output Areas and Small Areas,OASA,113,52,48,12,1,0,
117524,E00058797,E00058797,Output Areas and Small Areas,OASA,125,51,62,10,2,0,
117525,E00058798,E00058798,Output Areas and Small Areas,OASA,96,31,43,20,2,0,
117526,E00058799,E00058799,Output Areas and Small Areas,OASA,115,62,43,8,2,0,
117527,E00058800,E00058800,Output Areas and Small Areas,OASA,82,48,20,10,2,2,
117528,E00058801,E00058801,Output Areas and Small Areas,OASA,95,43,29,16,3,4,
117529,E00058802,E00058802,Output Areas and Small Areas,OASA,75,46,23,4,2,0,
117530,E00058803,E00058803,Output Areas and Small Areas,OASA,89,54,29,3,3,0,
117531,E00058805,E00058805,Output Areas and Small Areas,OASA,136,101,30,5,0,0,
117532,E00058806,E00058806,Output Areas and Small Areas,OASA,172,117,48,6,0,1,
117533,E00058807,E00058807,Output Areas and Small Areas,OASA,177,132,40,5,0,0,
117534,E00058808,E00058808,Output Areas and Small Areas,OASA,194,126,61,7,0,0,
117535,E00058809,E00058809,Output Areas and Small Areas,OASA,173,102,60,10,0,1,
117536,E00058810,E00058810,Output Areas and Small Areas,OASA,138,78,39,16,3,2,
117537,E00058811,E00058811,Output Areas and Small Areas,OASA,106,60,31,5,2,8,
117538,E00058812,E00058812,Output Areas and Small Areas,OASA,179,113,43,15,7,1,
117539,E00058813,E00058813,Output Areas and Small Areas,OASA,88,48,27,10,2,1,
117540,E00058814,E00058814,Output Areas and Small Areas,OASA,79,42,27,6,1,3,
117541,E00058815,E00058815,Output Areas and Small Areas,OASA,85,59,14,9,1,2,
117542,E00058816,E00058816,Output Areas and Small Areas,OASA,158,100,54,3,1,0,
117543,E00058817,E00058817,Output Areas and Small Areas,OASA,224,125,66,23,5,5,
117544,E00058818,E00058818,Output Areas and Small Areas,OASA,137,70,53,11,1,2,
117545,E00058821,E00058821,Output Areas and Small Areas,OASA,135,72,37,21,2,3,
117546,E00058823,E00058823,Output Areas and Small Areas,OASA,71,42,17,9,3,0,
117547,E00058826,E00058826,Output Areas and Small Areas,OASA,64,28,17,13,2,4,
117548,E00058827,E00058827,Output Areas and Small Areas,OASA,47,16,21,7,1,2,
117549,E00058828,E00058828,Output Areas and Small Areas,OASA,79,33,23,15,5,3,
117550,E00058829,E00058829,Output Areas and Small Areas,OASA,90,66,23,0,1,0,
117551,E00058830,E00058830,Output Areas and Small Areas,OASA,53,28,20,5,0,0,
117552,E00058831,E00058831,Output Areas and Small Areas,OASA,42,18,18,2,4,0,
117553,E00058832,E00058832,Output Areas and Small Areas,OASA,133,74,46,12,0,1,
117554,E00058833,E00058833,Output Areas and Small Areas,OASA,69,46,16,7,0,0,
117555,E00058834,E00058834,Output Areas and Small Areas,OASA,86,57,22,4,2,1,
117556,E00058836,E00058836,Output Areas and Small Areas,OASA,73,44,27,1,1,0,
117557,E00058837,E00058837,Output Areas and Small Areas,OASA,144,110,23,7,2,2,
117558,E00058838,E00058838,Output Areas and Small Areas,OASA,211,161,47,3,0,0,
117559,E00058839,E00058839,Output Areas and Small Areas,OASA,79,59,14,6,0,0,
117560,E00058840,E00058840,Output Areas and Small Areas,OASA,117,75,36,6,0,0,
117561,E00058842,E00058842,Output Areas and Small Areas,OASA,197,153,33,7,4,0,
117562,E00058843,E00058843,Output Areas and Small Areas,OASA,87,48,33,6,0,0,
117563,E00058844,E00058844,Output Areas and Small Areas,OASA,89,50,35,3,1,0,
117564,E00058847,E00058847,Output Areas and Small Areas,OASA,93,57,30,4,2,0,
117565,E00058849,E00058849,Output Areas and Small Areas,OASA,149,108,34,6,1,0,
117566,E00058850,E00058850,Output Areas and Small Areas,OASA,99,60,32,6,0,1,
117567,E00058851,E00058851,Output Areas and Small Areas,OASA,86,57,26,3,0,0,
117568,E00058852,E00058852,Output Areas and Small Areas,OASA,82,55,14,12,1,0,
117569,E00058853,E00058853,Output Areas and Small Areas,OASA,100,56,35,5,2,2,
117570,E00058854,E00058854,Output Areas and Small Areas,OASA,176,121,44,10,1,0,
117571,E00058855,E00058855,Output Areas and Small Areas,OASA,140,89,38,12,1,0,
117572,E00058856,E00058856,Output Areas and Small Areas,OASA,111,87,19,2,3,0,
117573,E00058858,E00058858,Output Areas and Small Areas,OASA,124,73,42,7,2,0,
117574,E00058859,E00058859,Output Areas and Small Areas,OASA,76,54,17,5,0,0,
117575,E00058861,E00058861,Output Areas and Small Areas,OASA,107,82,24,1,0,0,
117576,E00058862,E00058862,Output Areas and Small Areas,OASA,99,59,32,7,1,0,
117577,E00058864,E00058864,Output Areas and Small Areas,OASA,207,147,56,1,3,0,
117578,E00058865,E00058865,Output Areas and Small Areas,OASA,171,127,43,1,0,0,
117579,E00058866,E00058866,Output Areas and Small Areas,OASA,68,51,16,1,0,0,
117580,E00058867,E00058867,Output Areas and Small Areas,OASA,98,69,28,1,0,0,
117581,E00058869,E00058869,Output Areas and Small Areas,OASA,105,74,30,1,0,0,
117582,E00058870,E00058870,Output Areas and Small Areas,OASA,174,125,37,11,1,0,
117583,E00058871,E00058871,Output Areas and Small Areas,OASA,97,75,17,4,1,0,
117584,E00058872,E00058872,Output Areas and Small Areas,OASA,101,61,29,6,5,0,
117585,E00058873,E00058873,Output Areas and Small Areas,OASA,102,85,14,3,0,0,
117586,E00058874,E00058874,Output Areas and Small Areas,OASA,135,99,34,2,0,0,
117587,E00058875,E00058875,Output Areas and Small Areas,OASA,100,73,26,1,0,0,
117588,E00058876,E00058876,Output Areas and Small Areas,OASA,121,79,38,3,0,1,
117589,E00058877,E00058877,Output Areas and Small Areas,OASA,167,126,31,8,1,1,
117590,E00058878,E00058878,Output Areas and Small Areas,OASA,124,77,40,6,0,1,
117591,E00058879,E00058879,Output Areas and Small Areas,OASA,119,80,33,4,2,0,
117592,E00058880,E00058880,Output Areas and Small Areas,OASA,185,133,49,2,0,1,
117593,E00058881,E00058881,Output Areas and Small Areas,OASA,150,85,55,7,1,2,
117594,E00058884,E00058884,Output Areas and Small Areas,OASA,45,21,18,6,0,0,
117595,E00058885,E00058885,Output Areas and Small Areas,OASA,78,31,35,10,1,1,
117596,E00058887,E00058887,Output Areas and Small Areas,OASA,189,52,109,26,2,0,
117597,E00058889,E00058889,Output Areas and Small Areas,OASA,83,33,41,3,5,1,
117598,E00058890,E00058890,Output Areas and Small Areas,OASA,96,49,37,8,1,1,
117599,E00058891,E00058891,Output Areas and Small Areas,OASA,105,21,60,19,4,1,
117600,E00058892,E00058892,Output Areas and Small Areas,OASA,71,22,29,13,4,3,
117601,E00058893,E00058893,Output Areas and Small Areas,OASA,126,45,57,18,5,1,
117602,E00058894,E00058894,Output Areas and Small Areas,OASA,144,37,71,31,5,0,
117603,E00058895,E00058895,Output Areas and Small Areas,OASA,76,11,33,28,4,0,
117604,E00058896,E00058896,Output Areas and Small Areas,OASA,102,34,38,22,5,3,
117605,E00058897,E00058897,Output Areas and Small Areas,OASA,101,23,43,23,8,4,
117606,E00058898,E00058898,Output Areas and Small Areas,OASA,109,15,49,34,6,5,
117607,E00058899,E00058899,Output Areas and Small Areas,OASA,56,31,15,7,1,2,
117608,E00058900,E00058900,Output Areas and Small Areas,OASA,113,26,55,29,1,2,
117609,E00058902,E00058902,Output Areas and Small Areas,OASA,222,35,97,66,18,6,
117610,E00058903,E00058903,Output Areas and Small Areas,OASA,170,83,71,10,5,1,
117611,E00058904,E00058904,Output Areas and Small Areas,OASA,151,18,69,56,7,1,
117612,E00058905,E00058905,Output Areas and Small Areas,OASA,112,36,44,24,7,1,
117613,E00058906,E00058906,Output Areas and Small Areas,OASA,100,11,46,34,8,1,
117614,E00058907,E00058907,Output Areas and Small Areas,OASA,147,29,69,47,2,0,
117615,E00058909,E00058909,Output Areas and Small Areas,OASA,75,19,39,13,2,2,
117616,E00058910,E00058910,Output Areas and Small Areas,OASA,132,31,56,34,8,3,
117617,E00058911,E00058911,Output Areas and Small Areas,OASA,201,103,63,28,4,3,
117618,E00058912,E00058912,Output Areas and Small Areas,OASA,177,82,81,13,1,0,
117619,E00058913,E00058913,Output Areas and Small Areas,OASA,66,7,40,18,0,1,
117620,E00058914,E00058914,Output Areas and Small Areas,OASA,160,56,78,21,5,0,
117621,E00058915,E00058915,Output Areas and Small Areas,OASA,88,13,50,24,1,0,
117622,E00058917,E00058917,Output Areas and Small Areas,OASA,149,32,78,35,3,1,
117623,E00058918,E00058918,Output Areas and Small Areas,OASA,87,48,32,6,1,0,
117624,E00058919,E00058919,Output Areas and Small Areas,OASA,152,32,61,47,8,4,
117625,E00058920,E00058920,Output Areas and Small Areas,OASA,78,55,17,4,2,0,
117626,E00058921,E00058921,Output Areas and Small Areas,OASA,98,19,44,31,3,1,
117627,E00058922,E00058922,Output Areas and Small Areas,OASA,88,49,27,11,1,0,
117628,E00058923,E00058923,Output Areas and Small Areas,OASA,132,37,72,21,2,0,
117629,E00058924,E00058924,Output Areas and Small Areas,OASA,117,20,62,31,2,2,
117630,E00058925,E00058925,Output Areas and Small Areas,OASA,118,33,60,24,0,1,
117631,E00058926,E00058926,Output Areas and Small Areas,OASA,149,54,52,34,7,2,
117632,E00058927,E00058927,Output Areas and Small Areas,OASA,77,15,38,19,5,0,
117633,E00058928,E00058928,Output Areas and Small Areas,OASA,112,36,48,22,3,3,
117634,E00058929,E00058929,Output Areas and Small Areas,OASA,113,28,54,29,2,0,
117635,E00058930,E00058930,Output Areas and Small Areas,OASA,101,39,40,16,3,3,
117636,E00058931,E00058931,Output Areas and Small Areas,OASA,83,13,27,24,13,6,
117637,E00058932,E00058932,Output Areas and Small Areas,OASA,127,41,67,15,3,1,
117638,E00058933,E00058933,Output Areas and Small Areas,OASA,123,49,54,17,2,1,
117639,E00058934,E00058934,Output Areas and Small Areas,OASA,108,17,47,39,5,0,
117640,E00058935,E00058935,Output Areas and Small Areas,OASA,137,77,46,11,3,0,
117641,E00058936,E00058936,Output Areas and Small Areas,OASA,98,28,50,18,2,0,
117642,E00058937,E00058937,Output Areas and Small Areas,OASA,123,61,46,14,1,1,
117643,E00058938,E00058938,Output Areas and Small Areas,OASA,96,44,37,13,2,0,
117644,E00058939,E00058939,Output Areas and Small Areas,OASA,119,75,39,4,1,0,
117645,E00058940,E00058940,Output Areas and Small Areas,OASA,86,29,35,19,3,0,
117646,E00058941,E00058941,Output Areas and Small Areas,OASA,96,32,35,23,5,1,
117647,E00058942,E00058942,Output Areas and Small Areas,OASA,112,9,36,59,5,3,
117648,E00058943,E00058943,Output Areas and Small Areas,OASA,91,15,41,24,7,4,
117649,E00058944,E00058944,Output Areas and Small Areas,OASA,123,17,57,38,11,0,
117650,E00058945,E00058945,Output Areas and Small Areas,OASA,123,13,49,45,14,2,
117651,E00058947,E00058947,Output Areas and Small Areas,OASA,154,16,72,50,11,5,
117652,E00058948,E00058948,Output Areas and Small Areas,OASA,101,15,46,32,6,2,
117653,E00058949,E00058949,Output Areas and Small Areas,OASA,117,42,52,20,2,1,
117654,E00058950,E00058950,Output Areas and Small Areas,OASA,128,26,55,42,3,2,
117655,E00058951,E00058951,Output Areas and Small Areas,OASA,133,31,70,25,4,3,
117656,E00058952,E00058952,Output Areas and Small Areas,OASA,161,94,60,6,1,0,
117657,E00058953,E00058953,Output Areas and Small Areas,OASA,119,57,45,14,3,0,
117658,E00058954,E00058954,Output Areas and Small Areas,OASA,124,56,52,16,0,0,
117659,E00058955,E00058955,Output Areas and Small Areas,OASA,129,28,65,28,6,2,
117660,E00058956,E00058956,Output Areas and Small Areas,OASA,70,15,30,20,4,1,
117661,E00058957,E00058957,Output Areas and Small Areas,OASA,148,20,59,54,13,2,
117662,E00058958,E00058958,Output Areas and Small Areas,OASA,119,48,57,13,1,0,
117663,E00058959,E00058959,Output Areas and Small Areas,OASA,122,13,63,40,5,1,
117664,E00058960,E00058960,Output Areas and Small Areas,OASA,92,13,42,30,4,3,
117665,E00058961,E00058961,Output Areas and Small Areas,OASA,149,4,52,76,13,4,
117666,E00058962,E00058962,Output Areas and Small Areas,OASA,138,5,37,79,14,3,
117667,E00058963,E00058963,Output Areas and Small Areas,OASA,127,4,42,67,7,7,
117668,E00058964,E00058964,Output Areas and Small Areas,OASA,156,6,53,71,22,4,
117669,E00058965,E00058965,Output Areas and Small Areas,OASA,177,2,36,63,52,24,
117670,E00058966,E00058966,Output Areas and Small Areas,OASA,141,23,65,37,9,7,
117671,E00058967,E00058967,Output Areas and Small Areas,OASA,146,8,46,68,15,9,
117672,E00058968,E00058968,Output Areas and Small Areas,OASA,155,10,59,68,17,1,
117673,E00058969,E00058969,Output Areas and Small Areas,OASA,108,4,47,41,12,4,
117674,E00058970,E00058970,Output Areas and Small Areas,OASA,118,21,51,36,6,4,
117675,E00058971,E00058971,Output Areas and Small Areas,OASA,158,23,61,60,11,3,
117676,E00058972,E00058972,Output Areas and Small Areas,OASA,124,11,49,53,11,0,
117677,E00058973,E00058973,Output Areas and Small Areas,OASA,135,13,54,54,10,4,
117678,E00058974,E00058974,Output Areas and Small Areas,OASA,137,33,53,40,8,3,
117679,E00058975,E00058975,Output Areas and Small Areas,OASA,138,41,61,33,3,0,
117680,E00058976,E00058976,Output Areas and Small Areas,OASA,139,34,51,50,3,1,
117681,E00058977,E00058977,Output Areas and Small Areas,OASA,125,14,53,50,7,1,
117682,E00058978,E00058978,Output Areas and Small Areas,OASA,120,12,47,44,14,3,
117683,E00058979,E00058979,Output Areas and Small Areas,OASA,121,35,53,30,3,0,
117684,E00058980,E00058980,Output Areas and Small Areas,OASA,123,12,60,43,6,2,
117685,E00058981,E00058981,Output Areas and Small Areas,OASA,131,4,44,69,12,2,
117686,E00058982,E00058982,Output Areas and Small Areas,OASA,132,19,41,60,8,4,
117687,E00058983,E00058983,Output Areas and Small Areas,OASA,124,18,48,46,8,4,
117688,E00058984,E00058984,Output Areas and Small Areas,OASA,131,12,34,65,14,6,
117689,E00058985,E00058985,Output Areas and Small Areas,OASA,73,12,24,18,12,7,
117690,E00058986,E00058986,Output Areas and Small Areas,OASA,134,6,42,70,14,2,
117691,E00058987,E00058987,Output Areas and Small Areas,OASA,124,31,48,38,5,2,
117692,E00058988,E00058988,Output Areas and Small Areas,OASA,126,19,58,44,2,3,
117693,E00058989,E00058989,Output Areas and Small Areas,OASA,152,4,43,81,20,4,
117694,E00058990,E00058990,Output Areas and Small Areas,OASA,115,2,40,57,13,3,
117695,E00058991,E00058991,Output Areas and Small Areas,OASA,123,25,58,35,3,2,
117696,E00058992,E00058992,Output Areas and Small Areas,OASA,115,11,36,58,9,1,
117697,E00058993,E00058993,Output Areas and Small Areas,OASA,113,18,50,37,7,1,
117698,E00058994,E00058994,Output Areas and Small Areas,OASA,133,2,27,81,13,10,
117699,E00058995,E00058995,Output Areas and Small Areas,OASA,138,8,33,73,15,9,
117700,E00058996,E00058996,Output Areas and Small Areas,OASA,129,8,27,58,25,11,
117701,E00058997,E00058997,Output Areas and Small Areas,OASA,117,4,42,62,7,2,
117702,E00058998,E00058998,Output Areas and Small Areas,OASA,131,1,29,70,20,11,
117703,E00058999,E00058999,Output Areas and Small Areas,OASA,115,17,39,37,12,10,
117704,E00059000,E00059000,Output Areas and Small Areas,OASA,117,13,55,35,12,2,
117705,E00059001,E00059001,Output Areas and Small Areas,OASA,120,9,43,55,12,1,
117706,E00059002,E00059002,Output Areas and Small Areas,OASA,131,4,51,62,9,5,
117707,E00059003,E00059003,Output Areas and Small Areas,OASA,114,31,48,28,6,1,
117708,E00059004,E00059004,Output Areas and Small Areas,OASA,115,14,38,51,10,2,
117709,E00059005,E00059005,Output Areas and Small Areas,OASA,133,3,20,82,15,13,
117710,E00059006,E00059006,Output Areas and Small Areas,OASA,111,9,31,52,14,5,
117711,E00059007,E00059007,Output Areas and Small Areas,OASA,112,8,44,52,6,2,
117712,E00059008,E00059008,Output Areas and Small Areas,OASA,131,11,49,48,19,4,
117713,E00059010,E00059010,Output Areas and Small Areas,OASA,96,7,35,45,6,3,
117714,E00059011,E00059011,Output Areas and Small Areas,OASA,143,29,62,44,7,1,
117715,E00059012,E00059012,Output Areas and Small Areas,OASA,116,7,44,51,10,4,
117716,E00059013,E00059013,Output Areas and Small Areas,OASA,145,18,65,55,7,0,
117717,E00059014,E00059014,Output Areas and Small Areas,OASA,153,25,71,51,4,2,
117718,E00059015,E00059015,Output Areas and Small Areas,OASA,158,7,53,82,12,4,
117719,E00059016,E00059016,Output Areas and Small Areas,OASA,117,4,32,56,13,12,
117720,E00059017,E00059017,Output Areas and Small Areas,OASA,93,32,32,26,3,0,
117721,E00059018,E00059018,Output Areas and Small Areas,OASA,155,43,82,24,3,3,
117722,E00059019,E00059019,Output Areas and Small Areas,OASA,127,45,53,24,4,1,
117723,E00059020,E00059020,Output Areas and Small Areas,OASA,120,6,43,54,12,5,
117724,E00059021,E00059021,Output Areas and Small Areas,OASA,103,6,39,44,9,5,
117725,E00059022,E00059022,Output Areas and Small Areas,OASA,120,5,46,54,12,3,
117726,E00059023,E00059023,Output Areas and Small Areas,OASA,126,13,48,47,14,4,
117727,E00059024,E00059024,Output Areas and Small Areas,OASA,126,5,44,63,13,1,
117728,E00059025,E00059025,Output Areas and Small Areas,OASA,134,10,63,46,9,6,
117729,E00059026,E00059026,Output Areas and Small Areas,OASA,106,14,39,42,10,1,
117730,E00059027,E00059027,Output Areas and Small Areas,OASA,118,18,68,29,2,1,
117731,E00059028,E00059028,Output Areas and Small Areas,OASA,114,12,54,45,2,1,
117732,E00059029,E00059029,Output Areas and Small Areas,OASA,122,29,54,30,8,1,
117733,E00059030,E00059030,Output Areas and Small Areas,OASA,120,10,45,56,7,2,
117734,E00059031,E00059031,Output Areas and Small Areas,OASA,107,5,29,59,11,3,
117735,E00059032,E00059032,Output Areas and Small Areas,OASA,129,24,61,37,5,2,
117736,E00059033,E00059033,Output Areas and Small Areas,OASA,108,7,50,44,6,1,
117737,E00059034,E00059034,Output Areas and Small Areas,OASA,119,10,61,39,6,3,
117738,E00059035,E00059035,Output Areas and Small Areas,OASA,133,60,60,11,2,0,
117739,E00059036,E00059036,Output Areas and Small Areas,OASA,160,38,89,31,1,1,
117740,E00059037,E00059037,Output Areas and Small Areas,OASA,114,2,31,69,8,4,
117741,E00059038,E00059038,Output Areas and Small Areas,OASA,108,2,27,64,13,2,
117742,E00059039,E00059039,Output Areas and Small Areas,OASA,107,4,34,53,12,4,
117743,E00059040,E00059040,Output Areas and Small Areas,OASA,150,47,65,30,4,4,
117744,E00059041,E00059041,Output Areas and Small Areas,OASA,132,38,67,23,4,0,
117745,E00059042,E00059042,Output Areas and Small Areas,OASA,116,36,51,26,1,2,
117746,E00059043,E00059043,Output Areas and Small Areas,OASA,111,45,49,15,2,0,
117747,E00059044,E00059044,Output Areas and Small Areas,OASA,132,39,74,15,3,1,
117748,E00059045,E00059045,Output Areas and Small Areas,OASA,130,10,51,56,11,2,
117749,E00059047,E00059047,Output Areas and Small Areas,OASA,102,50,32,17,2,1,
117750,E00059048,E00059048,Output Areas and Small Areas,OASA,119,53,49,17,0,0,
117751,E00059049,E00059049,Output Areas and Small Areas,OASA,123,39,63,19,2,0,
117752,E00059050,E00059050,Output Areas and Small Areas,OASA,138,77,52,9,0,0,
117753,E00059051,E00059051,Output Areas and Small Areas,OASA,221,142,61,17,1,0,
117754,E00059052,E00059052,Output Areas and Small Areas,OASA,117,40,62,15,0,0,
117755,E00059053,E00059053,Output Areas and Small Areas,OASA,122,48,57,12,4,1,
117756,E00059054,E00059054,Output Areas and Small Areas,OASA,133,8,51,54,15,5,
117757,E00059055,E00059055,Output Areas and Small Areas,OASA,122,16,66,37,2,1,
117758,E00059056,E00059056,Output Areas and Small Areas,OASA,118,45,53,19,1,0,
117759,E00059057,E00059057,Output Areas and Small Areas,OASA,135,14,62,45,11,3,
117760,E00059058,E00059058,Output Areas and Small Areas,OASA,121,26,71,23,1,0,
117761,E00059059,E00059059,Output Areas and Small Areas,OASA,116,11,50,42,7,6,
117762,E00059060,E00059060,Output Areas and Small Areas,OASA,115,10,50,40,11,4,
117763,E00059061,E00059061,Output Areas and Small Areas,OASA,131,89,33,7,2,0,
117764,E00059062,E00059062,Output Areas and Small Areas,OASA,113,41,38,25,8,1,
117765,E00059063,E00059063,Output Areas and Small Areas,OASA,127,37,53,31,5,1,
117766,E00059064,E00059064,Output Areas and Small Areas,OASA,124,16,54,42,8,4,
117767,E00059065,E00059065,Output Areas and Small Areas,OASA,140,42,49,38,10,1,
117768,E00059066,E00059066,Output Areas and Small Areas,OASA,129,51,64,14,0,0,
117769,E00059067,E00059067,Output Areas and Small Areas,OASA,107,56,40,9,2,0,
117770,E00059068,E00059068,Output Areas and Small Areas,OASA,137,22,71,36,6,2,
117771,E00059069,E00059069,Output Areas and Small Areas,OASA,112,36,55,20,1,0,
117772,E00059070,E00059070,Output Areas and Small Areas,OASA,111,20,50,30,8,3,
117773,E00059071,E00059071,Output Areas and Small Areas,OASA,110,38,44,28,0,0,
117774,E00059072,E00059072,Output Areas and Small Areas,OASA,132,47,59,26,0,0,
117775,E00059073,E00059073,Output Areas and Small Areas,OASA,114,52,54,5,3,0,
117776,E00059074,E00059074,Output Areas and Small Areas,OASA,119,57,54,6,1,1,
117777,E00059075,E00059075,Output Areas and Small Areas,OASA,117,39,57,20,0,1,
117778,E00059076,E00059076,Output Areas and Small Areas,OASA,127,60,51,13,2,1,
117779,E00059077,E00059077,Output Areas and Small Areas,OASA,120,72,41,6,1,0,
117780,E00059078,E00059078,Output Areas and Small Areas,OASA,103,45,43,12,3,0,
117781,E00059079,E00059079,Output Areas and Small Areas,OASA,55,30,22,3,0,0,
117782,E00059080,E00059080,Output Areas and Small Areas,OASA,121,43,62,14,1,1,
117783,E00059081,E00059081,Output Areas and Small Areas,OASA,120,55,51,12,2,0,
117784,E00059082,E00059082,Output Areas and Small Areas,OASA,185,49,83,47,4,2,
117785,E00059083,E00059083,Output Areas and Small Areas,OASA,123,54,52,14,3,0,
117786,E00059084,E00059084,Output Areas and Small Areas,OASA,124,54,57,12,1,0,
117787,E00059085,E00059085,Output Areas and Small Areas,OASA,120,55,51,13,1,0,
117788,E00059086,E00059086,Output Areas and Small Areas,OASA,97,40,46,8,3,0,
117789,E00059087,E00059087,Output Areas and Small Areas,OASA,122,35,63,21,3,0,
117790,E00059088,E00059088,Output Areas and Small Areas,OASA,133,56,55,18,4,0,
117791,E00059089,E00059089,Output Areas and Small Areas,OASA,118,51,42,22,3,0,
117792,E00059090,E00059090,Output Areas and Small Areas,OASA,169,61,81,24,2,1,
117793,E00059091,E00059091,Output Areas and Small Areas,OASA,151,71,61,17,1,1,
117794,E00059092,E00059092,Output Areas and Small Areas,OASA,168,67,85,14,1,1,
117795,E00059093,E00059093,Output Areas and Small Areas,OASA,118,61,48,9,0,0,
117796,E00059094,E00059094,Output Areas and Small Areas,OASA,130,11,75,37,5,2,
117797,E00059095,E00059095,Output Areas and Small Areas,OASA,122,26,63,27,6,0,
117798,E00059096,E00059096,Output Areas and Small Areas,OASA,127,36,66,21,4,0,
117799,E00059097,E00059097,Output Areas and Small Areas,OASA,122,12,50,48,12,0,
117800,E00059098,E00059098,Output Areas and Small Areas,OASA,50,3,15,22,8,2,
117801,E00059099,E00059099,Output Areas and Small Areas,OASA,118,29,65,16,6,2,
117802,E00059100,E00059100,Output Areas and Small Areas,OASA,96,5,37,39,10,5,
117803,E00059101,E00059101,Output Areas and Small Areas,OASA,119,9,61,43,6,0,
117804,E00059102,E00059102,Output Areas and Small Areas,OASA,144,7,54,69,9,5,
117805,E00059103,E00059103,Output Areas and Small Areas,OASA,129,12,51,53,9,4,
117806,E00059104,E00059104,Output Areas and Small Areas,OASA,117,18,46,45,8,0,
117807,E00059105,E00059105,Output Areas and Small Areas,OASA,123,18,56,39,10,0,
117808,E00059106,E00059106,Output Areas and Small Areas,OASA,144,14,71,51,7,1,
117809,E00059107,E00059107,Output Areas and Small Areas,OASA,148,19,61,53,11,4,
117810,E00059108,E00059108,Output Areas and Small Areas,OASA,142,23,70,43,5,1,
117811,E00059109,E00059109,Output Areas and Small Areas,OASA,142,76,54,11,1,0,
117812,E00059110,E00059110,Output Areas and Small Areas,OASA,135,69,52,14,0,0,
117813,E00059111,E00059111,Output Areas and Small Areas,OASA,145,27,66,39,8,5,
117814,E00059112,E00059112,Output Areas and Small Areas,OASA,144,71,56,14,2,1,
117815,E00059113,E00059113,Output Areas and Small Areas,OASA,135,68,41,23,1,2,
117816,E00059114,E00059114,Output Areas and Small Areas,OASA,91,10,46,27,6,2,
117817,E00059115,E00059115,Output Areas and Small Areas,OASA,116,18,58,31,6,3,
117818,E00059116,E00059116,Output Areas and Small Areas,OASA,100,30,41,19,7,3,
117819,E00059117,E00059117,Output Areas and Small Areas,OASA,130,70,50,9,0,1,
117820,E00059118,E00059118,Output Areas and Small Areas,OASA,133,73,48,11,1,0,
117821,E00059119,E00059119,Output Areas and Small Areas,OASA,126,60,52,13,1,0,
117822,E00059120,E00059120,Output Areas and Small Areas,OASA,134,30,63,34,3,4,
117823,E00059121,E00059121,Output Areas and Small Areas,OASA,131,24,65,34,8,0,
117824,E00059122,E00059122,Output Areas and Small Areas,OASA,138,49,66,21,2,0,
117825,E00059123,E00059123,Output Areas and Small Areas,OASA,136,27,77,30,2,0,
117826,E00059124,E00059124,Output Areas and Small Areas,OASA,185,27,104,42,11,1,
117827,E00059125,E00059125,Output Areas and Small Areas,OASA,212,64,92,48,7,1,
117828,E00059126,E00059126,Output Areas and Small Areas,OASA,111,11,50,36,12,2,
117829,E00059127,E00059127,Output Areas and Small Areas,OASA,141,96,42,2,1,0,
117830,E00059128,E00059128,Output Areas and Small Areas,OASA,134,54,66,12,1,1,
117831,E00059129,E00059129,Output Areas and Small Areas,OASA,155,72,54,24,3,2,
117832,E00059130,E00059130,Output Areas and Small Areas,OASA,130,25,73,26,5,1,
117833,E00059131,E00059131,Output Areas and Small Areas,OASA,127,53,55,14,5,0,
117834,E00059132,E00059132,Output Areas and Small Areas,OASA,99,16,49,29,5,0,
117835,E00059133,E00059133,Output Areas and Small Areas,OASA,97,19,50,24,4,0,
117836,E00059134,E00059134,Output Areas and Small Areas,OASA,134,45,67,21,1,0,
117837,E00059135,E00059135,Output Areas and Small Areas,OASA,105,66,28,10,0,1,
117838,E00059136,E00059136,Output Areas and Small Areas,OASA,99,24,45,24,4,2,
117839,E00059137,E00059137,Output Areas and Small Areas,OASA,114,53,53,7,0,1,
117840,E00059138,E00059138,Output Areas and Small Areas,OASA,93,39,49,5,0,0,
117841,E00059139,E00059139,Output Areas and Small Areas,OASA,110,44,49,14,2,1,
117842,E00059140,E00059140,Output Areas and Small Areas,OASA,107,27,57,19,3,1,
117843,E00059141,E00059141,Output Areas and Small Areas,OASA,110,38,50,16,5,1,
117844,E00059142,E00059142,Output Areas and Small Areas,OASA,112,38,49,19,5,1,
117845,E00059143,E00059143,Output Areas and Small Areas,OASA,120,24,67,24,3,2,
117846,E00059144,E00059144,Output Areas and Small Areas,OASA,129,27,70,25,5,2,
